Base Document,Target Document,Field(s),Base Value,Target Value,Issue
ilc.txt,Document 10.txt,Goods Description,"Knitted cotton T‑shirts, 100% cotton","Knitted T‑shirts, 97% cotton / 3% elastane (short sleeve, crew neck)",Goods description does not match; fiber content differs.
ilc.txt,Document 10.txt,Net Weight,"4,000.00 kg","3,998.00 kg",Net weight discrepancy.
ilc.txt,Document 10.txt,Gross Weight,"4,200.00 kg","4,200.00 kg",No discrepancy in gross weight.
ilc.txt,Document 10.txt,Country of Origin,United Arab Emirates,U.A.E.,Formatting difference in country of origin.
ilc.txt,Document 2.txt,Buyer Specification,VGE/KT-2025-09,VGE/KT-2025-09 (Rev A),Buyer specification includes an additional revision detail.
ilc.txt,Document 3.txt,Coverage Clauses,"Institute Cargo Clauses (C), Institute War Clauses (Cargo), Institute Strikes, Riots and Civil Commotions (Cargo)","Institute Cargo Clauses (A), Institute War Clauses (Cargo), Institute Strikes, Riots & Civil Commotions (Cargo)","Coverage clauses differ; ""C"" replaced with ""A""."
ilc.txt,Document 3.txt,Claims Payable,Vietnam,"Dubai, United Arab Emirates",Claims payable location does not match.
ilc.txt,Document 6.txt,Shipped on Board Date,Not later than 25-Sep-2025,26-Sep-2025,Shipped on board date exceeds the latest shipment date.
ilc.txt,Document 6.txt,Port of Discharge,"Cat Lai Terminal, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam",Port of discharge is less specific.
ilc.txt,Document 8.txt,Gross Weight,"4,200.00 kg","4,198.00 kg",Gross weight discrepancy.
ilc.txt,Document 8.txt,Net Weight,"4,000.00 kg","3,998.00 kg",Net weight discrepancy.
ilc.txt,Document 8.txt,Total Cartons,350,349,Total cartons discrepancy; one carton missing.
