Base Document,Target Document,Field(s),Base Value,Target Value,Issue
ilc.txt,Document 2.txt,Port of Discharge,"Cat Lai Terminal, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam",Port of Discharge is not specific as per LC requirements.
ilc.txt,Document 2.txt,Place of Delivery,"Cat Lai Terminal, Ho Chi Minh City, Vietnam","Cat Lai CY, Ho Chi Minh City, Vietnam",Place of Delivery description differs from LC.
ilc.txt,Document 2.txt,Net Weight,"4,000.00 kg","3,998.00 kg",Net Weight does not match LC.
ilc.txt,Document 2.txt,Shipped on Board Date,Not later than 25-Sep-2025,26-Sep-2025,Shipped on Board Date is later than the latest shipment date in LC.
ilc.txt,Document 5.txt,Goods Description,"Knitted cotton T-shirts, 100% cotton","Knitted T-shirts, 97% cotton / 3% elastane (short sleeve, crew neck)",Goods description does not match LC.
ilc.txt,Document 5.txt,Net Weight,"4,000.00 kg","3,998.00 kg",Net Weight does not match LC.
ilc.txt,Document 5.txt,HS Code,6109.10,6109.10,HS Code matches but the goods description does not align with LC.
ilc.txt,Document 8.txt,Gross Weight,"4,200.00 kg","4,198.00 kg",Gross Weight does not match LC.
ilc.txt,Document 8.txt,Net Weight,"4,000.00 kg","3,998.00 kg",Net Weight does not match LC.
ilc.txt,Document 11.txt,Buyer Specification,VGE/KT-2025-09,VGE/KT-2025-09 (Rev A),Buyer Specification includes an additional revision detail not mentioned in LC.
ilc.txt,Document 13.txt,Coverage Clauses,"Institute Cargo Clauses (C), Institute War Clauses (Cargo), Institute Strikes, Riots and Civil Commotions (Cargo)","Institute Cargo Clauses (A), Institute War Clauses (Cargo), Institute Strikes, Riots & Civil Commotions (Cargo)",Coverage Clauses differ from LC requirements.
ilc.txt,Document 13.txt,Claims Payable,Vietnam,"Dubai, United Arab Emirates",Claims Payable location does not match LC.
ilc.txt,Document 13.txt,Sum Insured,110% of invoice value,"AED 471,000.00",Sum Insured is not stated in USD as per LC currency.
ilc.txt,Document 8.txt,Total Cartons,350,349,Total Cartons do not match LC.
